uL_thio,current,n,change
0,164.39,,
302.68,86.33,,
557.06,44.71,,
688.79,29.76,,
776.44,14.76,,
803.54,12.61,,
826.71,8.68,,
842.63,5.15,,
852.11,3.7,,
858.82,3.49,,
865.13,2.24,,
869.21,1.86,,
872.63,1.27,,
874.87,1.04,,
876.71,0.67,,
877.9,0.47,,
878.69,0.37,,
878.82,0.29,,
878.95,0.3,,
879.08,0.29,,
879.21,0.3,,
879.35,0.23,,
879.48,0.22,,
879.61,0.13,,
879.74,0.21,,
879.87,0.12,,
880,0.14,,
880.14,0.11,,
880.27,0.1,,
