uL_thio,current,n,change
0,102.14,,
187.92,72.74,,
402.3,46.43,,
539.16,35.07,,
642.47,19.39,,
678.13,17.63,,
710.5,14.12,,
736.43,11.26,,
757.09,8,,
771.83,6.1,,
783.02,4.22,,
790.78,4.02,,
798.15,2.71,,
803.02,2.09,,
806.83,1.86,,
810.26,1.47,,
812.89,1.02,,
814.73,0.76,,
816.05,0.63,,
817.1,0.54,,
818.02,0.4,,
818.68,0.33,,
818.81,0.32,,
818.94,0.3,,
819.07,0.29,,
819.21,0.27,,
819.34,0.23,,
819.47,0.23,,
819.6,0.22,,
